[INFO  | 2023-05-13 02:23:35] - Script started execution!
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from Namibia, Botswana, Republic of South Africa, Swaziland, Zimbabwe, Mozambique, Zambia, Angola, Tanzania,S Ethiopia, S Somalia, Kenya, Uganda, S Democratic Republic of the Congo (Zaire): cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from Indonesia (Roti Island): cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from Aru Islands (Indonesia): cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from Philippines (Mindanao, Camiguin Sur etc.): cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from New Britain Island, Bismarck Archipelago, Australia (Queensland: Cape York peninsula): cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from Peninsular Thailand, Myanmar (= Burma), West Malaysia,: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from New Guinea, New Ireland [Bismarck Archipelago], Numpuur (= Numfur), Australia (N Queensland): cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from Australia (Northern Territory, Queensland, South Australia, Western Australia): cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from Indonesia (Timor), Australia (N Western Australia, N Northern Territory): cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from Australia (Northern Territory, Queensland): cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from N New Guinea, Papua New Guinea (northern Province: S slope Mt. Victory, 9.2424°S, 149.1350°E, 320 m asl.; Port Moresby), Indonesia (Irian Jaya): cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from Komodo, Padar, Rintja, Flores, Lesser Sunda region of Indonesia: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from Indonesia (Schouten Group as Kordo, Mysore), Irian Jaya: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from Indonesia (Batanta Island): cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from Obi Is., Sula Is. (Indonesia): cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from Australia (Northern Territory, Queensland, Western Australia): cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from S Myanmar (= Burma), Thailand, Cambodia, S Vietnam, Singapore, Malayan peninsula (incl. Pulau Tioman) and Java, Indonesia (Java, Riau Archipelago: Pulau Kundur, Pulau Combol): cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from Republic of South Africa (Eastern Cape etc.), Swaziland, Namibia, Botswana, Tanzania, Mozambique, Zimbabwe, Zambia, Angola, Malawi, Tanzania, Gabon, W/N/S Democratic Republic of the Congo (Zaire), Kenya, Uganda, Cameroon, Central African Republic, Ethiopia, Eritrea, Somalia, Sudan (Jumhūriyyat), Republic of South Sudan (RSS), Chad, Egypt, Liberia, Ivory Coast, Ghana, Togo, Benin, Burkina Faso, Niger, Nigeria, Mali, Mauritania, Senegal, Gambia (HÅKANSSON 1981), Guinea (Conakry): cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from Philippines (Cebu, Ticao, Negros, Panay and Masbate, Philippines);: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from Indonesia (N Moluccas: Sanana): cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from Philippines (S Luzon, Polillo), Catanduanes Islands, elevation max. 400 m.: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from Indonesia (Misol): cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from S Burma (= Myanmar), S Thailand, W Malaysia (incl. Penang), Rhio Archipelago, Indonesia (Sumatra, Bangka, Borneo), Philippines ?: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from Indonesia (Irian Jaya): cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from Sri Lanka, NE India (incl. Assam, Mizoram, Tripura, Nicobar Islands, Andaman Islands), Nepal, Bangladesh, Myanmar (= Burma), Cambodia, Laos, Vietnam, S China (Hong Kong, Guangdong, Hainan, Guangxi, S Yunnan), Thailand (incl. Phuket), Malaysia  (incl. Pulau Pangkor, Pulau Tioman, Johor: Pulau Besar), Singapore, Indonesia (Borneo, Sumatra, Nias, Enggano, Bangka, Kalimantan, Java, Bali, Lombok, Sumbawa, Flores, Wetar, Sulawesi),: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from Australia (E Northern Territory, NW Queensland): cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from Australia (New South Wales, Queensland, South Australia, Victoria): cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from Indonesia (Halmahera Island): cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from SE Iran, Afghanistan, Pakistan, N India (Assam, Himachal Pradesh, Jammu and Kashmir, Madhya Pradesh, Tamil Nadu, Gujarat, Mizoram , Maharashtra, Kerala, etc.), Bhutan, Nepal, Sri Lanka, Bangladesh, Myanmar (= Burma), Thailand (incl. Phuket), N Vietnam, Laos, Cambodia, W Malaysia, Pulau Tioman, Indonesia (Java), China (Yunnan): cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
[ERROR  | 2023-05-15 12:55:03] - Error while extracting countries from nan: cannot access local variable 'countries' where it is not associated with a value
