Kind,Kind2,Kind3,Kind4,Common Name,Common name2,Common name3,Common Name Common name2 Common name3,Bi or Trinomial Name,Sp Short Name,Kingdom,Phylum,Class,Order,Infraorder,Clade,Sub Order,Superfamily,Family,Sub family,Tribe,Genus,Sub Genus,Species,Sub species 1,Sub Species 2,Prior binomial name,Kind > Kind2 Kind3,"Genus > Species > 
 > Sub species 1","Common Name
 > Bi or Trinomial Name",Code1,Code2,Code3,,,,,,,,Original Order
Chelonian (Testudines),Turtle,,,Golden Coin Turtle,,,Golden Coin Turtle  ,Cuora trifasciata,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Cuora,,trifasciata,,,,Chelonian (Testudines) > Turtle,Cuora > trifasciata,"Golden Coin Turtle
 > Cuora trifasciata",CHTUR,,,,,,,,,,66
Chelonian (Testudines),Turtle,,,Short neck turtle,,,Short neck turtle  ,Emydura macquarii,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Emydura,,macquarii,,,,Chelonian (Testudines) > Turtle,Emydura > macquarii,"Short neck turtle
 > Emydura macquarii",CHTUR,,,,,,,,,,67
Chelonian (Testudines),Turtle,,,Pink-bellied Side-necked Turtle,,,Pink-bellied Side-necked Turtle  ,Emydura subglobosa,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Emydura,,subglobosa,,,,Chelonian (Testudines) > Turtle,Emydura > subglobosa,"Pink-bellied Side-necked Turtle
 > Emydura subglobosa",CHTUR,,,,,,,,,,68
Chelonian (Testudines),Turtle,,,Japnese leaf turtle,,,Japnese leaf turtle  ,Geoemyda japonica,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Geoemyda,,japonica,,,,Chelonian (Testudines) > Turtle,Geoemyda > japonica,"Japnese leaf turtle
 > Geoemyda japonica",CHTUR,,,,,,,,,,69
Chelonian (Testudines),Turtle,,,Northern Map Turtle,,,Northern Map Turtle  ,Graptemys geographica,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Graptemys,,geographica,,,,Chelonian (Testudines) > Turtle,Graptemys > geographica,"Northern Map Turtle
 > Graptemys geographica",CHTUR,,,,,,,,,,70
Chelonian (Testudines),Turtle,,,Mississippi Map Turtle,,,Mississippi Map Turtle  ,Graptemys pseudogeographica kohni,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Graptemys,,pseudogeographica,kohni,,,Chelonian (Testudines) > Turtle,"Graptemys > pseudogeographica > 
 > kohni","Mississippi Map Turtle
 > Graptemys pseudogeographica kohni",CHTUR,,,,,,,,,,71
Chelonian (Testudines),Turtle,,,Yellow headed Temple turtle,,,Yellow headed Temple turtle  ,Heosemys annandalii,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Heosemys,,annandalii,,,,Chelonian (Testudines) > Turtle,Heosemys > annandalii,"Yellow headed Temple turtle
 > Heosemys annandalii",CHTUR,,,,,,,,,,72
Chelonian (Testudines),Turtle,,,Tabasco mud turtle,,,Tabasco mud turtle  ,Kinosternon acutum,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Kinosternon,,acutum,,,,Chelonian (Testudines) > Turtle,Kinosternon > acutum,"Tabasco mud turtle
 > Kinosternon acutum",CHTUR,,,,,,,,,,73
Chelonian (Testudines),Turtle,,,White liped Mud turtle,,,White liped Mud turtle  ,Kinosternon leucostomum,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Kinosternon,,leucostomum,,,,Chelonian (Testudines) > Turtle,Kinosternon > leucostomum,"White liped Mud turtle
 > Kinosternon leucostomum",CHTUR,,,,,,,,,,74
Chelonian (Testudines),Turtle,,,Sulawesi Forest Turtle,,,Sulawesi Forest Turtle  ,Leucocephalon yuwonoi,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Leucocephalon,,yuwonoi,,,,Chelonian (Testudines) > Turtle,Leucocephalon > yuwonoi,"Sulawesi Forest Turtle
 > Leucocephalon yuwonoi",CHTUR,,,,,,,,,,75
Chelonian (Testudines),Turtle,,,Alligator Snapping Turtle,,,Alligator Snapping Turtle  ,Macrochelys temminckii,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Macrochelys,,temminckii,,,,Chelonian (Testudines) > Turtle,Macrochelys > temminckii,"Alligator Snapping Turtle
 > Macrochelys temminckii",CHTUR,,,,,,,,,,76
Chelonian (Testudines),Turtle,,,Diamondback Terrapin,,,Diamondback Terrapin  ,Malaclemys terrapin,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Malaclemys,,terrapin,,,,Chelonian (Testudines) > Turtle,Malaclemys > terrapin,"Diamondback Terrapin
 > Malaclemys terrapin",CHTUR,,,,,,,,,,77
Chelonian (Testudines),Turtle,,,Vietnamese pond turtle,,,Vietnamese pond turtle  ,Mauremys annamensis,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Mauremys,,annamensis,,,,Chelonian (Testudines) > Turtle,Mauremys > annamensis,"Vietnamese pond turtle
 > Mauremys annamensis",CHTUR,,,,,,,,,,78
Chelonian (Testudines),Turtle,,,Japanese pond turtle,,,Japanese pond turtle  ,Mauremys japonica,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Mauremys,,japonica,,,,Chelonian (Testudines) > Turtle,Mauremys > japonica,"Japanese pond turtle
 > Mauremys japonica",CHTUR,,,,,,,,,,79
Chelonian (Testudines),Turtle,,,Chinese Pond turtle,,,Chinese Pond turtle  ,Mauremys reevesii,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Mauremys,,reevesii,,,,Chelonian (Testudines) > Turtle,Mauremys > reevesii,"Chinese Pond turtle
 > Mauremys reevesii",CHTUR,,,,,,,,,,80
Chelonian (Testudines),Turtle,,,Chinese Softshell turtule,,,Chinese Softshell turtule  ,Pelodiscus sinensis,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Pelodiscus,,sinensis,,,,Chelonian (Testudines) > Turtle,Pelodiscus > sinensis,"Chinese Softshell turtule
 > Pelodiscus sinensis",CHTUR,,,,,,,,,,81
Chelonian (Testudines),Turtle,,,African Helmeted Turtle,,,African Helmeted Turtle  ,Pelomedusa subrufa,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Pelomedusa,,subrufa,,,,Chelonian (Testudines) > Turtle,Pelomedusa > subrufa,"African Helmeted Turtle
 > Pelomedusa subrufa",CHTUR,,,,,,,,,,82
Chelonian (Testudines),Turtle,,,Hilaire’s sideneck turtule,,,Hilaire’s sideneck turtule  ,Phrynops hilarii,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Phrynops,,hilarii,,,,Chelonian (Testudines) > Turtle,Phrynops > hilarii,"Hilaire’s sideneck turtule
 > Phrynops hilarii",CHTUR,,,,,,,,,,83
Chelonian (Testudines),Turtle,,,Big headed turtle,,,Big headed turtle  ,Platysternon megacephalum,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Platysternon,,megacephalum,,,,Chelonian (Testudines) > Turtle,Platysternon > megacephalum,"Big headed turtle
 > Platysternon megacephalum",CHTUR,,,,,,,,,,84
Chelonian (Testudines),Turtle,,,yellow spotted river Turtle,,,yellow spotted river Turtle  ,Podocnemis unifilis,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Podocnemis,,unifilis,,,,Chelonian (Testudines) > Turtle,Podocnemis > unifilis,"yellow spotted river Turtle
 > Podocnemis unifilis",CHTUR,,,,,,,,,,85
Chelonian (Testudines),Turtle,,,River cooter,,,River cooter  ,Pseudemys concinna,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Pseudemys,,concinna,,,,Chelonian (Testudines) > Turtle,Pseudemys > concinna,"River cooter
 > Pseudemys concinna",CHTUR,,,,,,,,,,86
Chelonian (Testudines),Turtle,,,Eastern Painted turtle,,,Eastern Painted turtle  ,Pseudemys peninsularis,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Pseudemys,,peninsularis,,,,Chelonian (Testudines) > Turtle,Pseudemys > peninsularis,"Eastern Painted turtle
 > Pseudemys peninsularis",CHTUR,,,,,,,,,,87
Chelonian (Testudines),Turtle,,,Peninsula Cooter Turtle,,,Peninsula Cooter Turtle  ,Pseudemys peninsularis,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Pseudemys,,peninsularis,,,,Chelonian (Testudines) > Turtle,Pseudemys > peninsularis,"Peninsula Cooter Turtle
 > Pseudemys peninsularis",CHTUR,,,,,,,,,,88
Chelonian (Testudines),Turtle,,,Northern redbelly Slider turtle,,,Northern redbelly Slider turtle  ,Pseudemys rubriventris,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Pseudemys,,rubriventris,,,,Chelonian (Testudines) > Turtle,Pseudemys > rubriventris,"Northern redbelly Slider turtle
 > Pseudemys rubriventris",CHTUR,,,,,,,,,,89
Chelonian (Testudines),Turtle,,,Ornate Wood Turtle,,,Ornate Wood Turtle  ,Rhinoclemmys pulcherrima,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Rhinoclemmys,,pulcherrima,,,,Chelonian (Testudines) > Turtle,Rhinoclemmys > pulcherrima,"Ornate Wood Turtle
 > Rhinoclemmys pulcherrima",CHTUR,,,,,,,,,,90
Chelonian (Testudines),Turtle,,,Neotropical wood turtle,,,Neotropical wood turtle  ,Rhinoclemmys sspp*,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Rhinoclemmys,,sspp*,,,,Chelonian (Testudines) > Turtle,Rhinoclemmys > sspp*,"Neotropical wood turtle
 > Rhinoclemmys sspp*",CHTUR,,,,,,,,,,91
Chelonian (Testudines),Turtle,,,Four eyed turtle,,,Four eyed turtle  ,Sacalia quadriocellata,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Sacalia,,quadriocellata,,,,Chelonian (Testudines) > Turtle,Sacalia > quadriocellata,"Four eyed turtle
 > Sacalia quadriocellata",CHTUR,,,,,,,,,,92
Chelonian (Testudines),Turtle,,,Razor back musk turtle,,,Razor back musk turtle  ,Sternotherus carinatus,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Sternotherus,,carinatus,,,,Chelonian (Testudines) > Turtle,Sternotherus > carinatus,"Razor back musk turtle
 > Sternotherus carinatus",CHTUR,,,,,,,,,,93
Chelonian (Testudines),Turtle,,,Common musk turtle,,,Common musk turtle  ,Sternotherus odoratus,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Sternotherus,,odoratus,,,,Chelonian (Testudines) > Turtle,Sternotherus > odoratus,"Common musk turtle
 > Sternotherus odoratus",CHTUR,,,,,,,,,,94
Chelonian (Testudines),Turtle,,,Eastern Box Turtle,,,Eastern Box Turtle  ,Terrapene carolina carolina,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Terrapene,,carolina,carolina,,,Chelonian (Testudines) > Turtle,"Terrapene > carolina > 
 > carolina","Eastern Box Turtle
 > Terrapene carolina carolina",CHTUR,,,,,,,,,,95
Chelonian (Testudines),Turtle,,,Gulf cost box turtle,,,Gulf cost box turtle  ,Terrapene carolina major,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Terrapene,,carolina,,,,Chelonian (Testudines) > Turtle,Terrapene > carolina,"Gulf cost box turtle
 > Terrapene carolina major",CHTUR,,,,,,,,,,96
Chelonian (Testudines),Turtle,,,Mexican box turtle,,,Mexican box turtle  ,Terrapene mexicana,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Terrapene,,mexicana,,,,Chelonian (Testudines) > Turtle,Terrapene > mexicana,"Mexican box turtle
 > Terrapene mexicana",CHTUR,,,,,,,,,,97
Chelonian (Testudines),Turtle,,,Three toed Box Turtle,,,Three toed Box Turtle  ,Terrapene triunguis,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Terrapene,,triunguis,,,,Chelonian (Testudines) > Turtle,Terrapene > triunguis,"Three toed Box Turtle
 > Terrapene triunguis",CHTUR,,,,,,,,,,98
Chelonian (Testudines),Turtle,,,Red Eared Slider,,,Red Eared Slider  ,Trachemys scripta elegans,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Trachemys,,scripta,,,,Chelonian (Testudines) > Turtle,Trachemys > scripta,"Red Eared Slider
 > Trachemys scripta elegans",CHTUR,,,,,,,,,,99
Chelonian (Testudines),Turtle,,,Yellow Bellied Slider turtle,,,Yellow Bellied Slider turtle  ,Trachemys scripta scripta,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Trachemys,,scripta,scripta,,,Chelonian (Testudines) > Turtle,"Trachemys > scripta > 
 > scripta","Yellow Bellied Slider turtle
 > Trachemys scripta scripta",CHTUR,,,,,,,,,,100
Chelonian (Testudines),Turtle,,,Meso-American Slider Turtle,,,Meso-American Slider Turtle  ,Trachemys venusta,,Animalia,Chordata,Reptilia,Testudines,,,,,,,,Trachemys,,venusta,,,,Chelonian (Testudines) > Turtle,Trachemys > venusta,"Meso-American Slider Turtle
 > Trachemys venusta",CHTUR,,,,,,,,,,101
Chelonian (Testudines),Turtle,,,Vietnam leaf turtule,,,Vietnam leaf turtule  ,Geoemyda spengleri,Gulf Coast box turtle,,Chordata,Reptilia,Testudines,,,,,,,,Geoemyda,,spengleri,,,,Chelonian (Testudines) > Turtle,Geoemyda > spengleri,"Vietnam leaf turtule
 > Geoemyda spengleri",CHTUR,,,,,,,,,,102
crocodilians,,,,American Alligator,,,American Alligator  ,Alligator mississippiensis,,,,,,,,,,,,,,,,,,,crocodilians >,>,"American Alligator
 > Alligator mississippiensis",CR,,,,,,,,,,103
crocodilians,,,,Chinese alligator,,,Chinese alligator  ,Alligator sinensis,,,,,,,,,,,,,,,,,,,crocodilians >,>,"Chinese alligator
 > Alligator sinensis",CR,,,,,,,,,,104
crocodilians,,,,Spectacled Caiman,,,Spectacled Caiman  ,Caiman crocodilus,,,,,,,,,,,,,,,,,,,crocodilians >,>,"Spectacled Caiman
 > Caiman crocodilus",CR,,,,,,,,,,105
crocodilians,,,,Philippines Crocodile,,,Philippines Crocodile  ,Crocodylus mindorensis,,,,,,,,,,,,,,,,,,,crocodilians >,>,"Philippines Crocodile
 > Crocodylus mindorensis",CR,,,,,,,,,,106
crocodilians,,,,Saltwater crocodile,,,Saltwater crocodile  ,Crocodylus porosus,,,,,,,,,,,,,,,,,,,crocodilians >,>,"Saltwater crocodile
 > Crocodylus porosus",CR,,,,,,,,,,107
crocodilians,,,,Siamese Crocodile,,,Siamese Crocodile  ,Crocodylus siamensis,,,,,,,,,,,,,,,,,,,crocodilians >,>,"Siamese Crocodile
 > Crocodylus siamensis",CR,,,,,,,,,,108
crocodilians,,,,Indian Gharial,,,Indian Gharial  ,Gavialis gangeticus,,,,,,,,,,,,,,,,,,,crocodilians >,>,"Indian Gharial
 > Gavialis gangeticus",CR,,,,,,,,,,109
crocodilians,,,,West-African Dwarf crocodile,,,West-African Dwarf crocodile  ,Osteolaemus tetraspis,,,,,,,,,,,,,,,,,,,crocodilians >,>,"West-African Dwarf crocodile
 > Osteolaemus tetraspis",CR,,,,,,,,,,110
crocodilians,,,,Cuvier's Dwarf Caiman,,,Cuvier's Dwarf Caiman  ,Paleosuchus palpebrosus,,,,,,,,,,,,,,,,,,,crocodilians >,>,"Cuvier's Dwarf Caiman
 > Paleosuchus palpebrosus",CR,,,,,,,,,,111
crocodilians,,,,False Gharial,,,False Gharial  ,Tomistoma schlegelii,,,,,,,,,,,,,,,,,,,crocodilians >,>,"False Gharial
 > Tomistoma schlegelii",CR,,,,,,,,,,112
crocodilians,,,,African Dwarf Crocodile,,,African Dwarf Crocodile  ,,,,,,,,,,,,,,,,,,,,crocodilians >,>,"African Dwarf Crocodile
 >",CR,,,,,,,,,,113
crocodilians,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114
Lizard,Agama,,,Sailfin Dragon,Sailfin Lizard,,Sailfin Dragon Sailfin Lizard ,Hydrosaurus amboinensis,H.amboinensis,Animalia,Chordata,Reptilia,Squamata,,,,,Agamidae,Hydrosaurinae,,Hydrosaurus,,amboinensis,,,,Lizard > Agama,Hydrosaurus > amboinensis,"Sailfin Dragon
 > Hydrosaurus amboinensis",LIAGA,SLFIN,,,,,,,,,115
Lizard,Agama,,,Philippine Sailfin Dragon,Philippine Sailfin Lizard,,Philippine Sailfin Dragon Philippine Sailfin Lizard ,Hydrosaurus pustulatus,H.pustulatus,Animalia,Chordata,Reptilia,Squamata,,,,,Agamidae,Hydrosaurinae,,Hydrosaurus,,pustulatus,,,,Lizard > Agama,Hydrosaurus > pustulatus,"Philippine Sailfin Dragon
 > Hydrosaurus pustulatus",LIAGA,PHSFN,,,,,,,,,116
Lizard,Agama,,,Butterfly Agama,,,Butterfly Agama  ,Leiolepis sp*,,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Agamidae,Leiolepidinae,,Leiolepis,,sp*,,,,Lizard > Agama,Leiolepis > sp*,"Butterfly Agama
 > Leiolepis sp*",LIAGA,BTAGA,,,,,,,,,117
Lizard,Agama,,,Bearded dragon,,,Bearded dragon  ,Pogona sp*,,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Agamidae,Amphibolurinae,,Pogona,,sp*,,,,Lizard > Agama,Pogona > sp*,"Bearded dragon
 > Pogona sp*",LIAGA,BDDRG,,,,,,,,,118
Lizard,Agama,,,Ornate Uromastyx,,,Ornate Uromastyx  ,Uromastyx ornata,U ornata,Animalia,Chordata,Reptilia,Squamata,,,,,Agamidae,Hydrosaurinae,,Uromastyx,,ornata,,,,Lizard > Agama,Uromastyx > ornata,"Ornate Uromastyx
 > Uromastyx ornata",LIAGA,ORURO,,,,,,,,,119
Lizard,Anguidae,,,European legless lizard, European glass lizard,sheltopusik,European legless lizard  European glass lizard sheltopusik,Pseudopus apodus,P. apodus,Animalia,Chordata,Reptilia,Squamata,,,,,,,,Pseudopus,,apodus,,,,Lizard > Anguidae,Pseudopus > apodus,"European legless lizard
 > Pseudopus apodus",LIANG,EULGL,,,,,,,,,120
Lizard,Chameleon,,,Panther Chameleon,,,Panther Chameleon  ,Furcifer pardalis,,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Chamaeleonidae,,,Furcifer,,pardalis,,,,Lizard > Chameleon,Furcifer > pardalis,"Panther Chameleon
 > Furcifer pardalis",LICHA,PANCH,,,,,,,,,121
Lizard,Cordylid,,,Armadillo Girdled Lizard,,,Armadillo Girdled Lizard  ,Ouroborus cataphractus,O.cataphractus,Animalia,Chordata,Reptilia,Squamata,,,,,Cordylidae,,,Ouroborus,,cataphractus,,,,Lizard > Cordylid,Ouroborus > cataphractus,"Armadillo Girdled Lizard
 > Ouroborus cataphractus",LICOR,ARMGR,,,,,,,,,122
Lizard,Cordylid,,,Sungazer,giant girdled lizard,giant dragon lizard,Sungazer giant girdled lizard giant dragon lizard,Smaug giganteus,S. giganteus,Animalia,Chordata,Reptilia,Squamata,,,,,Cordylidae,,,Smaug,,giganteus,,,,Lizard > Cordylid,Smaug > giganteus,"Sungazer
 > Smaug giganteus",LICOR,SUNGZ,,,,,,,,,123
Lizard,Gecko,,,Knob-Tailed Gecko,,,Knob-Tailed Gecko  ,Nephrurus levis*,N.levis*,Animalia,Chordata,Reptilia,Squamata,,,,,Carphodactylidae,,,Nephrurus,,levis*,,,,Lizard > Gecko,Nephrurus > levis*,"Knob-Tailed Gecko
 > Nephrurus levis*",LIGEC,KNBGK,,,,,,,,,124
Lizard,Gecko,,,Crested Gecko,Eyelash Gecko,,Crested Gecko Eyelash Gecko ,Correlophus ciliatus,C.ciliatus,Animalia,Chordata,Reptilia,Squamata,,,,,Diplodactylidae,,,Correlophus,,ciliatus,,,,Lizard > Gecko,Correlophus > ciliatus,"Crested Gecko
 > Correlophus ciliatus",LIGEC,CREGK,,,,,,,,,125
Lizard,Gecko,,,Gargoyle Gecko,,,Gargoyle Gecko  ,Rhacodactylus auriculatus,R.auriculatus,Animalia,Chordata,Reptilia,Squamata,,,,,Diplodactylidae,,,Rhacodactylus,,auriculatus,,,,Lizard > Gecko,Rhacodactylus > auriculatus,"Gargoyle Gecko
 > Rhacodactylus auriculatus",LIGEC,GARGK,,,,,,,,,126
Lizard,Gecko,,,New Caledonian Giant Gecko,Leachie Gecko,Leach's Giant Gecko,New Caledonian Giant Gecko Leachie Gecko Leach's Giant Gecko,Rhacodactylus leachianus,R.leachianus,Animalia,Chordata,Reptilia,Squamata,,,,,Diplodactylidae,,,Rhacodactylus,,leachianus,,,,Lizard > Gecko,Rhacodactylus > leachianus,"New Caledonian Giant Gecko
 > Rhacodactylus leachianus",LIGEC,LEAGK,,,,,,,,,127
Lizard,Gecko,,,West Indian Leopard Gecko,,,West Indian Leopard Gecko  ,Eublepharis fuscus,E.fuscus,Animalia,Chordata,Reptilia,Squamata,,,,,Eublepharidae,,,Eublepharis,,fuscus,,,,Lizard > Gecko,Eublepharis > fuscus,"West Indian Leopard Gecko
 > Eublepharis fuscus",LIGEC,WINGK,,,,,,,,,128
Lizard,Gecko,,,Leopard gecko,,,Leopard gecko  ,Eublepharis macularius,E.macularius,Animalia,Chordata,Reptilia,Squamata,,,,,Eublepharidae,,,Eublepharis,,macularius,,,,Lizard > Gecko,Eublepharis > macularius,"Leopard gecko
 > Eublepharis macularius",LIGEC,LEOGK,,,,,,,,,129
Lizard,Gecko,,,Afghan leopard gecko *,,,Afghan leopard gecko *  ,Eublepharis macularius afghanicus,E.macularius afghanicus,Animalia,Chordata,Reptilia,Squamata,,,,,Eublepharidae,,,Eublepharis,,macularius,afghanicus,,,Lizard > Gecko,"Eublepharis > macularius > 
 > afghanicus","Afghan leopard gecko *
 > Eublepharis macularius afghanicus",LIGEC,AFLGK,,,,,,,,,130
Lizard,Gecko,,,Satpuraensis Leopard Gecko,,,Satpuraensis Leopard Gecko  ,Eublepharis satpuraensis,E.satpuraensis,Animalia,Chordata,Reptilia,Squamata,,,,,Eublepharidae,,,Eublepharis,,satpuraensis,,,,Lizard > Gecko,Eublepharis > satpuraensis,"Satpuraensis Leopard Gecko
 > Eublepharis satpuraensis",LIGEC,SATGK,,,,,,,,,131
Lizard,Gecko,,,Indian Leopard Gecko,,,Indian Leopard Gecko  ,Eublepharis*,E. spp,Animalia,Chordata,Reptilia,Squamata,,,,,Eublepharidae,,,Eublepharis*,,,,,,Lizard > Gecko,Eublepharis* >,"Indian Leopard Gecko
 > Eublepharis*",LIGEC,INDGK,,,,,,,,,132
Lizard,Gecko,,,Cat Gecko,Cat Eyed Gecko,,Cat Gecko Cat Eyed Gecko ,Aeluroscalabotes felinus,A. felinus,Animalia,Chordata,Reptilia,Squamata,,,,,Eublepharidae,,,Aeluroscalabotes,,felinus,,,,Lizard > Gecko,Aeluroscalabotes > felinus,"Cat Gecko
 > Aeluroscalabotes felinus",LIGEC,CATGK,,,,,,,,,133
Lizard,Gecko,,,African Fat-Tailed Gecko,Fat-Tail Gecko,,African Fat-Tailed Gecko Fat-Tail Gecko ,Hemitheconyx caudicinctus,H.caudicinctus,Animalia,Chordata,Reptilia,Squamata,,,,,Eublepharidae,,,Hemitheconyx,,caudicinctus,,,,Lizard > Gecko,Hemitheconyx > caudicinctus,"African Fat-Tailed Gecko
 > Hemitheconyx caudicinctus",LIGEC,AFTGK,,,,,,,,,134
Lizard,Gecko,,,Tokay Gecko,,,Tokay Gecko  ,Gekko gecko,G.gecko,Animalia,Chordata,Reptilia,Squamata,,,,,Gekkonidae,,,Gekko,,gecko,,,,Lizard > Gecko,Gekko > gecko,"Tokay Gecko
 > Gekko gecko",LIGEC,TOKGK,,,,,,,,,135
Lizard,Gecko,,,Madagascar Day Gecko,,,Madagascar Day Gecko  ,Phelsuma * *,P.* *,Animalia,Chordata,Reptilia,Squamata,,,,,Gekkonidae,Uroplatinae,,Phelsuma,,*,*,,,Lizard > Gecko,"Phelsuma > * > 
 > *","Madagascar Day Gecko
 > Phelsuma * *",LIGEC,MDYGK,,,,,,,,,136
Lizard,Gecko,,,Leaf Tailed Gecko,,,Leaf Tailed Gecko  ,Uroplatus *,U.*,Animalia,Chordata,Reptilia,Squamata,,,,,Gekkonidae,,,Uroplatus,,*,,,,Lizard > Gecko,Uroplatus > *,"Leaf Tailed Gecko
 > Uroplatus *",LIGEC,LFTGK,,,,,,,,,137
Lizard,Helodermatidae,,,Mexican Beaded Lizard,,,Mexican Beaded Lizard  ,Heloderma horridum,H.horridum,Animalia,Chordata,Reptilia,Squamata,,,,,Helodermatidae,,,Heloderma,,horridum,,,,Lizard > Helodermatidae,Heloderma > horridum,"Mexican Beaded Lizard
 > Heloderma horridum",LIHEL,MXBDL,,,,,,,,,138
Lizard,Helodermatidae,,,Gila Monster,,,Gila Monster  ,Heloderma suspectum,H.suspectum,Animalia,Chordata,Reptilia,Squamata,,,,,Helodermatidae,,,Heloderma,,suspectum,,,,Lizard > Helodermatidae,Heloderma > suspectum,"Gila Monster
 > Heloderma suspectum",LIHEL,GILMO,,,,,,,,,139
Lizard,Hybrid,,,Galapagos Land Iguana X Marine,,,Galapagos Land Iguana X Marine  ,hybrid,*,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Hybrid,,,Hybrid,,*,*,,,Lizard > Hybrid,"Hybrid > * > 
 > *","Galapagos Land Iguana X Marine
 > hybrid",LIHYB,GALLX,,,,,,,,,140
Lizard,Iguana,,,Fiji Banded Iguana,Central Fijian Banded Iguana,,Fiji Banded Iguana Central Fijian Banded Iguana ,Brachylophus bulabula,B.bulabula,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Brachylophus,,bulabula,,,,Lizard > Iguana,Brachylophus > bulabula,"Fiji Banded Iguana
 > Brachylophus bulabula",LIIGU,FJBBL,,,,,,,,,141
Lizard,Iguana,,,Fiji Banded Iguana,Lau Banded Iguana,,Fiji Banded Iguana Lau Banded Iguana ,Brachylophus fasciatus,B.fasciatus,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Brachylophus,,fasciatus,,,,Lizard > Iguana,Brachylophus > fasciatus,"Fiji Banded Iguana
 > Brachylophus fasciatus",LIIGU,FJBFC,,,,,,,,,142
Lizard,Iguana,,,Fiji Crested Iguana,,,Fiji Crested Iguana  ,Brachylophus vitiensis,B.vitiensis,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Brachylophus,,vitiensis,,,,Lizard > Iguana,Brachylophus > vitiensis,"Fiji Crested Iguana
 > Brachylophus vitiensis",LIIGU,FJCRE,,,,,,,,,143
Lizard,Iguana,,,Yucatan Spiny-Tailed Iguana,,,Yucatan Spiny-Tailed Iguana  ,Cachryx defensor,C.defensor,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Cachryx,,defensor,,,,Lizard > Iguana,Cachryx > defensor,"Yucatan Spiny-Tailed Iguana
 > Cachryx defensor",LIIGU,YUSPI,,,,,,,,,144
Lizard,Iguana,,,Galapagos Pink Land Iguana,,,Galapagos Pink Land Iguana  ,Conolophus marthae,C.marthae,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Conolophus,,marthae,,,,Lizard > Iguana,Conolophus > marthae,"Galapagos Pink Land Iguana
 > Conolophus marthae",LIIGU,GALPI,,,,,,,,,145
Lizard,Iguana,,,Galapagos Land Iguana,,,Galapagos Land Iguana  ,Conolophus subcristatus,C.subcristatus,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Conolophus,,subcristatus,,,,Lizard > Iguana,Conolophus > subcristatus,"Galapagos Land Iguana
 > Conolophus subcristatus",LIIGU,GALLI,,,,,,,,,146
Lizard,Iguana,,,Spiny-Tailed Iguana,,,Spiny-Tailed Iguana  ,Ctenosaura* sp*,C.sp*,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Iguanidae,,,Ctenosaura*,,sp*,,,,Lizard > Iguana,Ctenosaura* > sp*,"Spiny-Tailed Iguana
 > Ctenosaura* sp*",LIIGU,SPTIG,,,,,,,,,147
